27/4/2007;23:14:00;1.032;0.000;239.330;4.200;0.000;0.000;0.000
27/4/2007;23:15:00;1.032;0.000;239.070;4.200;0.000;0.000;0.000
27/4/2007;23:16:00;1.032;0.000;238.650;4.200;0.000;0.000;0.000
27/4/2007;23:17:00;1.030;0.000;239.250;4.200;0.000;0.000;0.000
27/4/2007;23:18:00;1.028;0.000;239.310;4.200;0.000;0.000;0.000
27/4/2007;23:19:00;1.026;0.000;239.290;4.200;0.000;0.000;0.000
27/4/2007;23:20:00;1.028;0.000;239.630;4.200;0.000;0.000;0.000
27/4/2007;23:21:00;1.028;0.000;239.690;4.200;0.000;0.000;0.000
27/4/2007;23:22:00;1.026;0.000;239.450;4.200;0.000;0.000;0.000
27/4/2007;23:23:00;1.026;0.000;239.450;4.200;0.000;0.000;0.000
27/4/2007;23:24:00;1.022;0.000;239.070;4.200;0.000;0.000;0.000
27/4/2007;23:25:00;1.018;0.000;238.370;4.200;0.000;0.000;0.000
27/4/2007;23:26:00;1.060;0.000;238.220;4.400;0.000;0.000;0.000
27/4/2007;23:27:00;1.090;0.080;237.410;4.600;0.000;0.000;0.000
27/4/2007;23:28:00;1.092;0.080;237.690;4.600;0.000;0.000;0.000
27/4/2007;23:29:00;1.166;0.162;237.500;5.000;0.000;0.000;0.000
27/4/2007;23:30:00;1.244;0.264;237.550;5.400;0.000;1.000;0.000
27/4/2007;23:31:00;1.286;0.328;237.730;5.600;0.000;2.000;0.000
27/4/2007;23:32:00;1.296;0.328;237.890;5.600;0.000;1.000;0.000
27/4/2007;23:33:00;1.582;0.324;237.700;6.800;0.000;2.000;0.000
27/4/2007;23:34:00;1.632;0.324;237.800;7.000;0.000;1.000;0.000
27/4/2007;23:35:00;1.592;0.322;237.540;6.800;0.000;2.000;0.000
27/4/2007;23:36:00;1.594;0.326;238.070;6.800;0.000;1.000;0.000
27/4/2007;23:37:00;1.588;0.324;237.860;6.800;0.000;1.000;0.000
27/4/2007;23:38:00;1.594;0.330;238.690;6.800;0.000;2.000;0.000
27/4/2007;23:39:00;1.592;0.330;238.930;6.800;0.000;1.000;0.000
27/4/2007;23:40:00;1.590;0.330;238.830;6.800;0.000;2.000;0.000
27/4/2007;23:41:00;1.588;0.328;238.670;6.800;0.000;1.000;0.000
27/4/2007;23:42:00;1.582;0.326;238.160;6.800;0.000;1.000;0.000
27/4/2007;23:43:00;1.578;0.324;237.830;6.800;0.000;2.000;0.000
27/4/2007;23:44:00;1.578;0.316;238.280;6.600;0.000;1.000;0.000
27/4/2007;23:45:00;1.528;0.228;238.840;6.400;0.000;1.000;0.000
27/4/2007;23:46:00;1.530;0.230;239.370;6.400;0.000;1.000;0.000
27/4/2007;23:47:00;1.524;0.228;238.780;6.400;0.000;2.000;0.000
27/4/2007;23:48:00;1.522;0.228;238.920;6.400;0.000;1.000;0.000
27/4/2007;23:49:00;1.460;0.148;237.980;6.200;0.000;1.000;0.000
27/4/2007;23:50:00;1.402;0.088;236.060;5.800;0.000;1.000;0.000
27/4/2007;23:51:00;1.358;0.084;233.880;5.800;0.000;2.000;0.000
27/4/2007;23:52:00;1.378;0.086;233.170;5.800;0.000;1.000;0.000
27/4/2007;23:53:00;1.368;0.086;233.200;5.800;0.000;1.000;0.000
27/4/2007;23:54:00;1.350;0.088;233.280;5.800;0.000;1.000;0.000
27/4/2007;23:55:00;1.372;0.088;233.380;5.800;0.000;1.000;0.000
27/4/2007;23:56:00;1.374;0.088;233.570;5.800;0.000;2.000;0.000
27/4/2007;23:57:00;1.368;0.086;233.030;5.800;0.000;1.000;0.000
27/4/2007;23:58:00;1.364;0.086;232.680;5.800;0.000;1.000;0.000
27/4/2007;23:59:00;1.366;0.086;232.870;5.800;0.000;1.000;0.000
28/4/2007;00:00:00;1.368;0.086;233.050;5.800;0.000;1.000;0.000
28/4/2007;00:01:00;1.370;0.086;233.220;5.800;0.000;1.000;0.000
28/4/2007;00:02:00;1.372;0.088;233.570;5.800;0.000;2.000;0.000
28/4/2007;00:03:00;1.370;0.086;233.400;5.800;0.000;1.000;0.000
28/4/2007;00:04:00;1.368;0.086;233.250;5.800;0.000;1.000;0.000
28/4/2007;00:05:00;1.368;0.086;233.170;5.800;0.000;1.000;0.000
28/4/2007;00:06:00;1.370;0.086;233.370;5.800;0.000;1.000;0.000
28/4/2007;00:07:00;1.362;0.084;232.550;5.800;0.000;1.000;0.000
28/4/2007;00:08:00;1.362;0.084;232.430;5.800;0.000;1.000;0.000
28/4/2007;00:09:00;1.366;0.086;233.060;5.800;0.000;2.000;0.000
28/4/2007;00:10:00;1.368;0.086;233.130;5.800;0.000;1.000;0.000
28/4/2007;00:11:00;1.370;0.086;233.440;5.800;0.000;1.000;0.000
28/4/2007;00:12:00;1.478;0.198;233.580;6.400;0.000;1.000;0.000
28/4/2007;00:13:00;1.396;0.210;233.790;6.000;0.000;1.000;0.000
28/4/2007;00:14:00;0.488;0.218;234.790;2.200;0.000;1.000;0.000
28/4/2007;00:15:00;0.492;0.182;235.740;2.200;0.000;1.000;0.000
28/4/2007;00:16:00;0.498;0.204;235.670;2.200;0.000;0.000;0.000
28/4/2007;00:17:00;0.496;0.204;235.630;2.200;0.000;0.000;0.000
28/4/2007;00:18:00;0.494;0.204;235.610;2.200;0.000;0.000;0.000
28/4/2007;00:19:00;0.490;0.202;235.020;2.200;0.000;0.000;0.000
28/4/2007;00:20:00;0.492;0.208;236.240;2.200;0.000;0.000;0.000
